Reviewed_Status,Most_Recent_Status,Source,Net_Yield,IRR
Cancelled,Close,Internal,7.1,25.07
 Closed,Pending,Opendoor,11.81,10.73
Offered,Pending,Internal,10.09,9.71
Accepted Offer,Available, MLS,19.0,7.3
Accepted Offer,Always Kick,Internal,8.31,15.47
 Closed,Close,Opendoor,7.93,27.72
Accepted Offer,Closed,Auction.com,4.49,24.66
Cancelled,Available, MLS,13.77,26.6
Neww, Close ,Opendoor,18.65,24.8
New, Close ,Internal,15.74,26.66
Cancelled,Available,M L S,4.03,19.38
 Closed,Closed, MLS,13.88,27.68
 Closed,Pending,Internal,17.76,28.26
Closed,Always Kick,Opendoor,3.16,23.63
Closed,Cancelled,M L S,16.03,12.17
Neww,Closed,M L S,8.6,25.58
 Closed,Kick,M L S,4.37,29.4
New,Close,Internal,16.55,15.21
Accepted Offer,Pending,Opendoor,9.07,21.19
 Closed,Available,Opendoor,5.71,18.47
Cancelled,Pending,Internal,18.71,15.07
Neww,Closed,M.L.S.,6.36,18.32
New,Closed,Auction.com,5.74,18.06
 Closed,Pending,M L S,6.76,17.85
 Closed,Available,M L S,9.08,11.79
Closed,Cancel,Internal,18.16,26.89
Reviewed,Pending,Auction.com,15.59,6.45
Neww,Pending,Opendoor,7.31,11.99
 Closed,Pend,Bulk,13.95,29.59
Cancelled, Close ,Auction.com,19.94,5.72
Closed, Close ,Auction.com,16.31,11.65
Cancelled,Closed,Bulk,17.88,20.86
Neww,Cancelled,M L S,19.67,19.12
Reviewed,Closed,Internal,2.62,6.71
Offered,Pending,Internal,19.44,6.23
Cancelled,Close,Bulk,19.68,18.03
Cancelled,Cancel,Bulk,14.99,8.14
New,Pending, MLS,11.08,19.61
Accepted Offer,Kick,Opendoor,5.47,28.78
Neww,Pend,Opendoor,2.46,27.93
Neww, Close ,Broker,13.45,24.51
Reviewed,Close,Broker,7.61,27.02
 Closed,Closed,M L S,3.33,15.65
 Closed,Pending,Auction.com,19.86,23.62
Neww,Available,Auction.com,11.24,14.71
Offered,Closed,M L S,5.3,12.79
Accepted Offer, Close , MLS,6.31,26.97
Accepted Offer,Close,Broker,5.4,25.34
 Closed,Cancelled,Internal,6.41,29.92
Closed,Pend,Bulk,8.8,9.83
Accepted Offer,Pending,M.L.S.,16.3,6.73
Neww,Pending,M L S,3.71,16.76
 Closed,Cancel,Internal,14.85,16.68
Reviewed,Pend,M.L.S.,13.3,6.09
 Closed,Closed,Broker,18.66,6.73
Closed,Kick,Broker,2.47,11.68
Cancelled,Pending,Bulk,6.62,9.93
 Closed,Cancel,M.L.S.,18.25,27.56
New,Pending,Opendoor,2.91,27.85
Reviewed,Available,M.L.S.,12.71,20.66
New,Closed,M.L.S.,3.47,17.47
 Closed,Available,Broker,17.49,29.74
Cancelled,Closed,M L S,10.65,18.88
New,Pending,Bulk,18.94,12.43
Reviewed,Closed,Broker,2.17,18.18
Reviewed,Close,Opendoor,6.28,18.36
Offered,Pending,Broker,15.49,5.09
Closed,Available, MLS,4.79,24.07
Neww,Cancel,M L S,16.76,28.77
Cancelled,Kick,Internal,2.6,25.63
 Closed,Pending,Bulk,16.49,14.38
New, Close ,Auction.com,14.03,27.11
New,Pending, MLS,10.48,25.26
 Closed,Pending,Internal,6.63,23.92
Offered,Close,Internal,17.27,16.11
Closed,Cancel,M L S,5.49,20.24
 Closed,Closed,Bulk,7.37,17.26
Accepted Offer,Pending,Internal,9.05,26.72
Accepted Offer,Kick,Bulk,14.65,13.54
Offered, Close , MLS,11.02,13.92
Cancelled,Cancelled,Opendoor,2.35,9.32
Cancelled,Pend,Broker,13.34,14.99
 Closed,Pend,Broker,19.2,14.36
 Closed,Close,Internal,18.42,18.67
Cancelled,Available,M L S,6.5,9.29
New,Pending,Opendoor,10.99,24.15
Closed,Close,Auction.com,11.11,29.02
Reviewed,Pending,Internal,5.85,27.16
Neww,Pending,Broker,17.22,23.07
 Closed,Close,Opendoor,7.24,12.45
Closed,Cancel,Broker,13.37,17.7
Offered,Cancel,Auction.com,13.77,26.56
 Closed,Always Kick,Broker,19.5,26.87
Neww,Cancel,Internal,16.05,19.93
Accepted Offer,Always Kick,Bulk,17.77,6.71
 Closed,Cancelled,M L S,9.79,28.37
New,Always Kick,Auction.com,10.93,21.15
 Closed,Pending, MLS,8.97,15.54
Offered,Cancel,Bulk,15.23,15.55
 Closed, Close ,Auction.com,19.32,26.23
 Closed,Pending,Auction.com,11.09,22.36
New,Pend,Auction.com,5.26,6.89
 Closed,Close,M L S,4.97,29.84
 Closed,Close,M.L.S.,8.43,20.54
Reviewed,Pending,Opendoor,6.98,21.28
Neww,Pending,M.L.S.,5.86,24.87
 Closed,Cancelled,Opendoor,12.4,21.07
 Closed,Pend,Bulk,19.74,9.2
Reviewed,Kick,Bulk,6.92,18.1
Cancelled,Available,Broker,8.49,11.35
New,Pending,Broker,7.95,11.87
Neww,Kick,Bulk,6.26,26.12
 Closed,Cancel,Bulk,2.4,12.41
 Closed,Pend,M.L.S.,5.58,24.21
 Closed,Closed,Broker,4.01,15.47
 Closed,Available,Internal,4.82,17.67
 Closed, Close ,Internal,12.26,12.89
 Closed,Cancelled,Broker,13.71,17.41
New, Close ,M L S,17.27,22.41
Reviewed,Available,Auction.com,12.17,20.69
Accepted Offer,Closed,M.L.S.,17.41,29.94
Offered,Pending,Bulk,8.44,24.28
Accepted Offer,Cancel, MLS,9.56,29.04
 Closed,Pending,Internal,14.7,29.47
Cancelled,Available,Opendoor,16.46,9.91
Reviewed,Closed,Internal,3.55,21.07
 Closed,Closed,Auction.com,17.9,25.57
Cancelled,Available,Opendoor,15.64,7.82
New,Cancel,M L S,10.95,21.05
Offered,Closed,Auction.com,8.42,10.47
Neww,Closed, MLS,6.17,15.28
Accepted Offer,Cancel,Opendoor,10.97,13.36
New,Pending,M L S,2.5,24.32
 Closed,Kick,Broker,6.29,15.67
New,Kick,Bulk,2.98,22.6
 Closed,Pending,M L S,9.85,21.14
Accepted Offer, Close ,M.L.S.,6.43,18.71
 Closed,Available,M.L.S.,5.58,9.12
New, Close , MLS,11.8,22.53
Closed, Close ,Opendoor,10.39,15.5
 Closed,Close,Broker,8.83,24.4
Offered,Close,Internal,8.14,10.51
Neww,Kick,Internal,13.68,5.57
New,Kick,M.L.S.,18.93,17.26
 Closed,Kick,M L S,14.25,28.62
Cancelled,Pending,Opendoor,8.23,10.75
New,Kick,M L S,7.09,12.53
 Closed, Close ,Internal,13.89,17.36
 Closed,Pend,Internal,13.53,9.8
 Closed,Kick, MLS,9.09,27.49
Neww,Always Kick,Opendoor,11.9,29.77
Accepted Offer,Close,M.L.S.,3.12,24.46
 Closed,Kick,Internal,17.84,10.86
Accepted Offer,Always Kick,M L S,5.5,14.56
Cancelled,Pending,M.L.S.,19.45,12.2
Reviewed,Pending,Opendoor,8.95,17.3
Neww,Pend,Internal,11.9,10.9
Accepted Offer,Closed,Bulk,5.62,9.97
 Closed,Close,Opendoor,2.91,25.23
Closed,Close,Bulk,4.06,10.18
Cancelled,Closed,Auction.com,10.46,16.1
 Closed,Kick,M.L.S.,18.8,5.0
Cancelled,Pending,M L S,6.59,25.68
 Closed,Cancelled, MLS,7.07,15.42
Reviewed,Closed,Bulk,15.67,20.13
Closed,Available,M L S,13.09,18.28
Cancelled,Pending,Internal,8.9,14.14
Accepted Offer,Closed, MLS,6.34,10.08
Neww,Close,Auction.com,18.51,14.84
Reviewed,Pending,Broker,6.6,20.24
Neww, Close ,M.L.S.,11.97,20.94
Neww,Available,Bulk,5.38,19.0
 Closed,Always Kick,Opendoor,15.14,16.31
Neww,Kick,Internal,12.74,13.55
 Closed,Pend,Internal,5.34,19.02
New,Closed,Auction.com,12.37,15.48
Cancelled,Always Kick,Bulk,13.31,20.35
Neww,Pending,Bulk,17.37,15.41
New,Close,Internal,2.17,27.75
Neww,Pend,M L S,19.37,16.1
Cancelled,Pend,Auction.com,15.6,18.24
Reviewed,Cancelled,Bulk,10.26,28.92
Closed,Close,Broker,5.11,27.38
New,Pending,Auction.com,10.98,22.73
Accepted Offer,Always Kick,Bulk,13.07,22.33
 Closed,Always Kick,Bulk,3.43,18.03
 Closed, Close ,M L S,2.85,19.43
 Closed,Pending,Auction.com,11.33,17.63
New,Pending,Broker,18.07,14.24
 Closed,Pending,Internal,13.93,18.28
 Closed,Pending,Bulk,19.85,24.94
Accepted Offer,Always Kick, MLS,6.74,29.08
Accepted Offer,Pending,Broker,13.3,12.24
 Closed,Always Kick,Opendoor,16.75,29.77
 Closed,Close,Opendoor,19.81,12.15
Neww,Pending,Auction.com,7.38,13.25
Reviewed,Closed,Opendoor,17.92,25.59
 Closed,Kick,Internal,3.66,15.37
New,Cancelled,Broker,10.59,19.16
New,Cancel,Auction.com,6.25,20.82
Neww,Kick,Auction.com,9.04,14.4
 Closed,Pending,Bulk,15.2,25.95
Neww, Close ,Opendoor,10.57,28.74
 Closed,Closed,Opendoor,14.11,19.34
New,Always Kick, MLS,19.94,8.87
Neww,Pend, MLS,17.45,10.7
Neww,Kick,Internal,15.17,10.98
Closed,Pending,Broker,5.43,13.01
 Closed,Always Kick,Internal,6.21,9.9
Neww,Closed,M.L.S.,7.89,27.43
Accepted Offer,Cancel,Broker,12.98,20.19
 Closed,Close,Opendoor,4.55,12.38
Cancelled,Cancel,Opendoor,6.05,16.59
 Closed,Pending,Opendoor,17.24,10.28
New,Available,Broker,9.06,5.5
Cancelled,Always Kick,Bulk,13.28,12.13
Accepted Offer,Pending,Internal,7.68,20.46
 Closed,Available, MLS,8.91,7.38
Reviewed,Kick,Broker,2.76,29.01
Neww,Closed,M L S,12.72,16.58
 Closed,Pending,Broker,10.6,14.84
Accepted Offer,Pend,Auction.com,3.3,11.73
Neww,Pend,M L S,3.73,5.68
Closed,Always Kick,Broker,15.83,25.5
 Closed,Pending,Opendoor,2.32,5.05
Neww,Kick,Opendoor,6.91,8.45
 Closed,Closed,Opendoor,3.32,9.51
Offered,Cancelled,Internal,12.7,8.47
 Closed,Closed, MLS,16.56,28.48
 Closed,Close,Auction.com,5.31,14.42
Cancelled,Pending,Auction.com,3.7,20.86
New,Always Kick, MLS,13.25,15.04
 Closed,Always Kick,Bulk,9.82,20.66
Neww,Pending,Bulk,15.81,13.64
Cancelled,Closed,Bulk,3.7,24.66
 Closed,Closed,M.L.S.,2.46,19.13
Accepted Offer,Pending,Internal,16.07,25.44
 Closed,Available,Opendoor,9.24,29.77
Reviewed,Cancelled,M L S,13.47,5.07
 Closed,Close,M.L.S.,6.93,18.09
 Closed,Available,Opendoor,2.08,16.86
 Closed,Kick,Broker,2.88,9.4
 Closed,Pending,M L S,5.94,19.36
Cancelled,Always Kick,Internal,4.14,21.52
New,Available,Internal,10.86,24.19
New,Cancelled,Bulk,11.55,8.94
Accepted Offer,Pending, MLS,16.85,21.13
Cancelled,Pending,M L S,11.11,13.34
Cancelled,Cancelled,M.L.S.,7.7,9.2
Offered,Cancel,Opendoor,11.8,22.21
Cancelled,Close,Bulk,10.3,17.12
Accepted Offer,Kick,M L S,9.79,5.13
Offered, Close ,M.L.S.,12.47,26.17
Offered, Close ,M L S,3.06,15.63
Reviewed,Cancelled,M.L.S.,9.08,23.15
New,Closed,Bulk,18.46,13.7
Accepted Offer,Pend,Internal,13.49,15.85
Neww,Available,Auction.com,13.07,21.42
Accepted Offer,Always Kick,Broker,12.28,20.03
Cancelled,Always Kick,Internal,13.03,16.29
New,Always Kick,Internal,14.55,15.11
New,Cancelled,Auction.com,16.99,22.05
 Closed,Pending,Internal,18.24,16.47
New,Cancel,Internal,2.69,22.08
Cancelled,Pending,Opendoor,12.84,25.64
Closed,Pending,M.L.S.,4.24,7.45
Cancelled, Close ,Broker,18.36,8.65
Closed, Close ,M L S,17.81,16.19
Closed,Pending,Internal,6.22,18.67
Closed,Pend,Bulk,19.93,22.89
Accepted Offer,Pend, MLS,12.2,5.42
Cancelled,Cancelled,Internal,14.67,18.65
Cancelled,Cancelled,Bulk,19.91,10.77
Accepted Offer,Closed,Bulk,14.6,17.66
Closed,Pending,Auction.com,4.16,29.87
Offered,Cancel,M L S,4.57,14.34
 Closed,Closed,Bulk,7.85,24.32
Offered,Pending,Bulk,6.04,20.9
Cancelled, Close , MLS,8.48,8.12
Reviewed,Always Kick, MLS,11.97,20.41
Neww,Always Kick,Auction.com,18.51,9.76
 Closed,Pending,M.L.S.,2.33,18.58
Neww,Close,M L S,14.67,20.33
Offered,Closed,Auction.com,9.13,14.23
Offered,Closed,M L S,16.45,15.83
 Closed,Cancel,M.L.S.,17.06,21.85
 Closed,Pend, MLS,13.42,24.6
Cancelled,Pending, MLS,19.01,9.89
Closed,Pending,Opendoor,4.13,15.36
 Closed,Cancel,Auction.com,15.54,13.2
Offered,Close,Bulk,15.08,27.08
 Closed,Kick,Bulk,14.16,14.09
 Closed,Close, MLS,19.61,13.98
 Closed,Available,M.L.S.,6.09,10.66
Offered,Pending,Bulk,12.45,13.02
Cancelled,Cancelled, MLS,4.26,6.12
Cancelled,Cancel,Auction.com,18.66,19.39
Closed,Pending,Auction.com,5.92,24.08
Reviewed,Pending, MLS,17.91,29.42
 Closed,Pending,Opendoor,12.73,13.09
 Closed,Always Kick,Auction.com,8.23,16.59
 Closed,Cancelled,M L S,7.41,7.82
Offered,Cancelled,Broker,10.97,27.46
Cancelled,Pending,Auction.com,7.67,25.95
Offered,Cancel,Internal,10.85,28.68
Offered,Kick, MLS,15.31,21.96
 Closed, Close ,M.L.S.,10.85,10.33
Accepted Offer,Pending,M L S,8.56,6.08
Offered,Available,Opendoor,10.24,27.54
 Closed,Available,M L S,2.05,16.87
Closed,Pending,Opendoor,12.77,23.95
Cancelled, Close ,M.L.S.,6.5600000000000005,28.94
Closed,Pend,M L S,7.68,20.26
Cancelled,Close,M L S,15.1,12.43
 Closed,Kick,M L S,17.85,24.92
 Closed,Cancel,Internal,15.15,17.68
Reviewed,Closed,Bulk,13.57,22.85
Closed,Close, MLS,13.14,17.11
 Closed,Kick,Opendoor,9.78,11.7
Offered,Cancelled, MLS,7.22,11.69
Reviewed,Pending,Opendoor,5.17,9.19
 Closed,Closed,M L S,15.46,18.08
Closed,Available,Broker,7.71,8.48
Closed,Always Kick,Broker,13.35,15.95
 Closed,Pend,Internal,3.52,15.19
 Closed,Pend,Auction.com,10.6,25.0
Neww,Kick,Internal,6.8,13.9
Neww,Closed,Broker,18.95,28.42
 Closed,Pend,Internal,8.63,5.31
New, Close ,Internal,15.71,13.8
New,Pend,Auction.com,17.28,17.05
Neww,Always Kick,M L S,3.03,28.83
 Closed,Close,M L S,18.45,13.01
Cancelled,Closed,M.L.S.,18.87,9.44
Neww, Close ,Broker,11.94,12.85
 Closed,Pending,Opendoor,11.02,21.38
Offered,Available,Broker,12.15,29.11
Neww,Pending,Auction.com,15.2,10.19
Neww,Pending,Auction.com,10.26,19.18
 Closed,Close,M L S,7.58,8.94
Reviewed,Cancel,Opendoor,4.47,8.36
Accepted Offer,Closed,M L S,5.11,13.94
Closed,Pend,Broker,8.65,28.39
Offered,Always Kick,M.L.S.,13.1,17.28
Neww,Pend,Opendoor,7.2,7.25
Cancelled,Pending,Bulk,16.71,12.11
 Closed, Close ,Broker,14.85,8.39
 Closed,Pending,Broker,11.23,5.7
Cancelled,Pending,Internal,17.21,22.05
Closed,Pending,Broker,7.09,14.32
Accepted Offer,Cancel,Bulk,6.86,22.33
Neww,Closed,M.L.S.,13.52,17.77
 Closed,Always Kick,Opendoor,14.52,20.64
 Closed,Available,Broker,4.65,7.86
New,Cancel,Broker,11.65,17.81
Reviewed,Closed,M.L.S.,11.48,11.9
 Closed,Pending,Opendoor,13.54,7.55
 Closed,Closed,Auction.com,7.66,24.85
Cancelled, Close ,M L S,14.41,12.8
Reviewed,Pending,Opendoor,19.44,25.16
Accepted Offer,Closed,M L S,13.15,28.16
Offered,Close,Broker,10.26,10.34
Neww,Pending,Broker,19.13,8.64
 Closed,Cancelled, MLS,16.98,12.55
 Closed,Pending, MLS,10.26,29.94
 Closed,Pending,M.L.S.,10.97,24.82
New,Pending,Auction.com,15.09,25.92
 Closed,Pending,M.L.S.,7.31,7.33
Cancelled,Pending,Internal,7.18,22.02
New,Cancelled,M L S,12.0,18.71
Cancelled,Pending, MLS,10.84,11.09
Cancelled,Pending,M.L.S.,13.42,5.13
New,Kick,Opendoor,3.06,28.19
 Closed,Always Kick,Auction.com,18.58,21.97
Offered,Pending,Broker,14.64,20.62
Closed,Closed,Opendoor,14.94,22.2
Offered,Cancel,Broker,13.0,9.62
Neww, Close ,Auction.com,6.45,18.19
Cancelled,Kick,Broker,13.43,5.76
Cancelled,Available,M L S,3.56,7.18
 Closed,Close,M.L.S.,10.02,13.15
Offered,Pending,Auction.com,13.78,16.2
Offered,Close,Broker,2.18,18.95
 Closed,Pend,Broker,18.67,21.6
Closed,Always Kick,Bulk,11.29,26.71
Reviewed,Available,Internal,7.88,23.99
 Closed,Cancelled,Internal,19.65,7.82
 Closed,Pending, MLS,13.98,5.5
Offered,Closed, MLS,17.81,22.9
 Closed,Cancelled, MLS,11.5,18.34
Neww,Available,M.L.S.,4.04,14.34
New,Close,Opendoor,5.1,18.99
Cancelled,Always Kick,Auction.com,13.27,14.65
Offered,Pending, MLS,10.66,6.34
Accepted Offer,Always Kick,M L S,14.74,16.58
Offered,Pend,M L S,15.42,11.03
Offered,Closed,Broker,16.64,23.24
New,Cancel,M L S,14.8,27.46
Offered,Pending,M.L.S.,5.23,23.96
Offered, Close ,Auction.com,18.64,9.41
Reviewed,Close,Bulk,6.65,8.54
 Closed,Available,M.L.S.,15.3,14.1
Cancelled,Closed,Opendoor,13.23,22.82
Neww,Cancelled,Internal,13.16,15.7
Cancelled,Cancel,M L S,9.53,7.95
Offered,Close, MLS,7.8100000000000005,25.4
 Closed,Pending,Broker,2.92,6.23
Reviewed,Close,M L S,4.12,5.95
Reviewed,Cancel,Bulk,7.96,20.43
Reviewed,Pending,Internal,6.69,25.64
Accepted Offer,Pending, MLS,14.29,8.24
 Closed,Pend,M.L.S.,19.49,20.45
Neww,Pending,Auction.com,4.36,29.04
Accepted Offer,Closed,Internal,9.61,23.12
Offered, Close ,Internal,12.59,28.27
 Closed,Pending, MLS,13.03,12.82
Offered,Kick,Opendoor,7.44,21.84
Reviewed,Pending,M.L.S.,19.35,25.54
 Closed,Always Kick,Auction.com,11.44,9.14
 Closed,Kick,Opendoor,12.44,21.33
New,Available,Internal,10.64,27.79
 Closed,Cancelled,Bulk,14.86,7.76
Reviewed,Cancelled,M L S,4.41,18.12
Neww,Available,Internal,3.75,5.73
 Closed, Close ,M L S,12.87,25.1
Closed,Kick,Bulk,13.85,6.87
 Closed,Pending,Broker,9.71,8.43
New,Kick,M L S,15.34,15.49
Accepted Offer,Pend,Bulk,12.71,28.74
 Closed,Pend,Bulk,9.22,16.54
Closed,Kick,Broker,8.22,25.96
Offered,Closed,M L S,2.02,8.79
New,Closed,Broker,5.74,26.19
Accepted Offer,Kick,Internal,12.85,29.2
Neww,Cancel,Internal,10.77,10.39
Neww,Always Kick,Auction.com,15.46,26.28
Closed,Pending,Auction.com,10.68,27.69
Accepted Offer,Pending,M.L.S.,14.23,26.56
Neww,Pending, MLS,13.62,19.83
Neww,Cancelled,Opendoor,12.07,16.29
Cancelled,Available,Broker,6.82,26.26
New,Available,Broker,13.8,14.16
Closed,Closed,Bulk,17.33,24.11
 Closed,Kick,Internal,17.66,8.83
Closed,Available,Opendoor,15.39,7.21
Neww,Kick,Auction.com,10.87,5.62
Neww,Pend, MLS,18.91,14.51
Neww,Kick,M L S,7.9,18.7
Reviewed, Close ,M L S,6.66,21.28
 Closed,Pend,M L S,4.25,9.52
New,Pending,Broker,14.67,14.61
Reviewed,Pend,M L S,17.78,12.32
Closed,Pending,Bulk,14.07,29.94
Neww,Cancel,Opendoor,14.61,27.64
New,Closed, MLS,3.2800000000000002,20.59
Closed, Close ,Internal,16.65,6.74
 Closed, Close ,Auction.com,15.83,26.08
Neww,Close,Internal,2.08,7.74
Neww,Pending,M L S,11.92,16.57
Offered, Close ,Bulk,12.16,20.23
Closed,Available,Internal,14.47,15.61
 Closed,Cancel,Opendoor,2.67,12.01
 Closed, Close ,Broker,12.3,14.01
Offered,Close,Broker,6.97,21.71
New,Pend,Opendoor,15.26,25.58
 Closed,Close,Bulk,3.67,5.42
 Closed,Pending,Opendoor,18.26,5.39
Closed,Pend,M.L.S.,15.29,29.66
Accepted Offer,Pending,M.L.S.,5.34,6.3
 Closed,Pending,Internal,16.75,9.07
Reviewed,Close,Broker,4.2,11.37
Offered,Pending,Auction.com,2.88,10.26
 Closed,Cancel,Opendoor,13.17,20.22
New,Close,Internal,5.35,8.23
Neww,Pending,Auction.com,19.88,21.66
Reviewed,Closed,Broker,9.44,9.43
New,Always Kick,M.L.S.,8.42,15.74
New,Close,Broker,14.06,25.15
Offered,Always Kick,Internal,4.31,29.24
Cancelled,Closed,Internal,17.92,23.87
 Closed,Pending,Auction.com,12.3,11.83
 Closed,Pending,M.L.S.,14.12,27.5
 Closed,Closed,M L S,18.13,5.51
Accepted Offer,Pend,Bulk,7.96,29.82
Reviewed,Closed,Bulk,3.49,6.34
 Closed,Always Kick,Opendoor,13.95,10.59
Cancelled,Kick,M.L.S.,16.98,20.41
Offered,Pending,M.L.S.,14.25,6.86
Offered, Close ,Internal,13.68,27.46
Reviewed,Pending,M.L.S.,16.06,24.95
 Closed,Close,Internal,13.76,8.18
Closed,Pend,Broker,9.74,8.0
New, Close ,Auction.com,18.57,23.81
Cancelled,Cancel,M.L.S.,6.77,20.22
Accepted Offer,Available,Auction.com,14.69,7.97
New,Kick,Bulk,8.62,17.62
New,Kick,Broker,17.3,8.82
Closed,Always Kick,M L S,4.3,17.66
 Closed,Close, MLS,9.05,15.34
Offered,Pend,Broker,18.26,12.23
Neww,Close, MLS,17.52,7.07
 Closed,Available,Auction.com,19.54,6.13
Neww,Cancel,M.L.S.,4.44,20.73
 Closed,Pending,Broker,11.51,10.37
 Closed,Always Kick,Internal,18.86,27.6
Accepted Offer,Closed,M L S,2.56,18.88
Neww,Cancelled,M.L.S.,12.96,8.89
Reviewed,Always Kick,Internal,15.72,20.39
Reviewed, Close ,Bulk,17.74,24.52
 Closed,Cancelled,Broker,18.91,20.31
Neww,Always Kick,M L S,11.25,6.97
Closed,Pending,Internal,8.12,7.9
Accepted Offer,Close,Bulk,15.12,22.83
 Closed,Closed,Internal,6.68,13.42
Closed,Pending,M L S,7.55,18.57
Cancelled,Pending,Opendoor,17.63,11.82
 Closed,Cancel,Auction.com,13.62,15.35
Closed,Available,M L S,18.97,26.29
Accepted Offer,Pending,Auction.com,17.18,18.24
Neww,Cancel,M L S,5.8100000000000005,27.07
Neww,Pending,Opendoor,19.32,20.26
Reviewed,Closed,Bulk,4.03,11.09
Accepted Offer,Available,Bulk,18.72,18.11
Closed,Pending,Auction.com,18.79,11.48
New,Pending,M.L.S.,14.57,26.93
Closed,Closed,Broker,16.6,8.68
Offered,Close, MLS,16.74,24.37
Reviewed,Available,M.L.S.,5.08,5.04
Neww,Cancelled,Bulk,12.58,13.38
 Closed,Pending,Opendoor,15.41,14.59
Closed,Pend,Broker,5.04,10.5
Cancelled,Pend,M L S,18.6,24.09
 Closed,Closed, MLS,15.88,27.06
Closed,Cancelled,Bulk,3.63,11.75
 Closed,Available,Opendoor,9.45,18.85
Closed,Pend,M.L.S.,3.22,20.46
Cancelled,Cancelled, MLS,8.57,27.73
 Closed,Pending,Opendoor,19.97,14.95
Neww,Pend, MLS,6.72,12.12
Closed, Close ,Opendoor,10.71,7.99
Accepted Offer,Pending,M L S,5.39,13.78
Cancelled,Available,Auction.com,8.65,6.06
New,Pending, MLS,3.06,8.11
Cancelled, Close ,M L S,9.6,27.35
New,Pending,Opendoor,16.75,11.06
Cancelled,Cancelled,Auction.com,15.79,26.89
 Closed,Close,Opendoor,13.58,24.15
Cancelled, Close ,Bulk,18.2,23.18
 Closed,Cancelled,Broker,10.08,17.99
 Closed,Kick,M.L.S.,8.28,22.48
Accepted Offer,Pend,Internal,17.89,18.29
 Closed,Closed,Opendoor,16.83,26.05
Closed,Available,Broker,12.24,11.14
Neww,Always Kick,Internal,17.5,8.25
Closed, Close ,Broker,11.41,19.31
Neww,Available,M L S,18.67,12.88
New,Pending,Broker,13.8,12.46
 Closed,Cancelled,Opendoor,4.44,21.58
Reviewed,Pending, MLS,13.58,20.47
 Closed, Close ,Broker,11.64,5.13
New,Closed,Bulk,12.62,7.94
Neww, Close ,Auction.com,9.31,24.52
New,Pending,Broker,10.84,5.35
 Closed, Close ,M L S,7.12,8.91
 Closed, Close ,Broker,10.75,13.18
Offered,Available,Internal,12.4,12.35
Offered,Kick,Broker,2.69,20.68
New,Cancelled,M.L.S.,19.55,27.53
Closed,Closed, MLS,16.57,22.98
 Closed,Pending,Internal,3.25,13.94
Cancelled,Kick,M L S,2.03,11.56
Offered,Cancelled,Bulk,17.72,10.81
New,Closed, MLS,19.58,17.68
Accepted Offer,Pending,M.L.S.,2.63,21.81
Neww, Close ,Bulk,9.0,16.24
Offered,Cancelled,Auction.com,10.7,21.42
Neww,Available, MLS,16.36,21.19
Closed,Cancelled,Internal,17.01,7.38
Accepted Offer,Cancelled,Bulk,5.8100000000000005,11.76
 Closed,Closed,Bulk,4.8100000000000005,29.13
 Closed,Close, MLS,12.74,11.78
Reviewed, Close , MLS,18.82,5.15
Closed, Close , MLS,13.26,22.14
Cancelled,Always Kick,Opendoor,3.75,15.47
Offered,Pending,Bulk,18.27,9.59
Cancelled,Always Kick,Broker,11.72,15.87
 Closed,Cancelled,Auction.com,10.67,26.05
 Closed,Pend,Broker,2.92,14.7
 Closed,Pend,M L S,18.75,29.65
New,Pending,Internal,4.08,29.5
Closed,Pending,Broker,17.08,13.99
 Closed,Kick, MLS,4.35,16.8
 Closed,Closed,Bulk,13.16,15.47
Neww,Kick,Bulk,8.54,24.56
 Closed,Close,Auction.com,6.49,15.92
Neww,Always Kick,Opendoor,12.12,28.9
Accepted Offer,Close,Bulk,16.35,26.94
New,Available,Opendoor,5.24,7.31
New,Cancel,Internal,8.11,14.14
 Closed,Close,Opendoor,4.5600000000000005,26.46
 Closed,Pending,Bulk,13.38,26.67
Cancelled,Cancelled,Bulk,2.12,16.53
Neww,Pend,M L S,6.1,11.84
Neww, Close ,M L S,17.79,12.83
Offered,Always Kick,Opendoor,10.6,25.47
 Closed,Pend,Internal,6.91,19.59
Offered,Cancel,M L S,17.4,6.01
New,Pend,Auction.com,17.8,9.78
Reviewed,Pending,Internal,15.29,29.11
Cancelled,Cancelled,Bulk,8.67,9.09
Neww,Pend,Internal,11.54,29.74
New,Pending,Bulk,3.58,15.47
Cancelled,Pending,Broker,13.09,9.7
New,Pending,Bulk,7.51,24.8
New,Close,Internal,11.83,24.96
Reviewed,Close,M L S,14.8,27.18
Closed,Pending,Auction.com,4.33,5.32
 Closed,Pending,Broker,13.28,19.85
 Closed,Pending, MLS,9.9,9.72
Reviewed,Close,Opendoor,3.92,8.88
Cancelled,Cancelled,Bulk,17.4,5.92
Closed,Always Kick,M.L.S.,16.54,30.0
New,Always Kick,Auction.com,11.99,12.06
New,Cancelled,Opendoor,14.14,10.01
 Closed,Pend,M L S,9.2,14.78
Reviewed,Pending, MLS,18.61,5.83
Neww,Cancel,M.L.S.,14.17,28.64
 Closed,Cancel,Opendoor,16.23,5.71
Reviewed,Closed, MLS,14.87,13.73
Accepted Offer,Cancel,Internal,4.03,6.34
 Closed,Available,M L S,19.82,16.76
 Closed,Pending, MLS,4.01,28.89
Offered,Pending,Broker,16.79,29.3
 Closed,Pend,M.L.S.,2.65,10.75
Offered,Closed,Bulk,10.06,18.02
