Property_Title,Address,Market,Street_Address,City,State,Zip,Property_Type,Tax_Rate,SQFT_Basement,Year_Built,SQFT_MU,SQFT_Total,Parking,Bed,Bath,Layout,Neighborhood_Rating,Latitude,Longitude,Subdivision,School_Average
"2794 Brown Parkway, North Joseph, NJ 65366","2794 Brown Parkway, North Joseph, NJ 65366",Dallas,2794 Brown Parkway,North Joseph,NJ,65366,Townhouse,3.13,528,1992,3099,9227,Street,5,1,Colonial,1,36.789721,-85.082207,Green,4.51
"5516 Butler Bridge, Lake April, WY 76371","5516 Butler Bridge, Lake April, WY 76371", Closed,5516 Butler Bridge,Lake April,WY,76371,Single Family Home,1.6800000000000002,974,1961,2983,3936,Street,3,3,Split,3,33.922759,-113.290354,Mission,9.8
"247 Foley Locks, North Emily, IL 07895","247 Foley Locks, North Emily, IL 07895",Chicago,247 Foley Locks,North Emily,IL,7895,Townhouse,1.52,1483,1974,1971,4538,Driveway,3,2,Colonial,2,36.138676,-97.292111,Fields,7.74
"8827 John Trafficway, West Sarahtown, VI 55318","8827 John Trafficway, West Sarahtown, VI 55318",Atlanta,8827 John Trafficway,West Sarahtown,VI,55318,SFR,2.02,1101,1964,1789,4664,Driveway,3,4,Colonial,4,35.81133,-106.730362,Loop,6.75
"815 Nathan Run Suite 969, South Allisonview, TN 08489","815 Nathan Run Suite 969, South Allisonview, TN 08489",Atlanta,815 Nathan Run Suite 969,South Allisonview,TN,8489,Condo,1.71,235,1999,2814,9007,Garage,5,1,Split,3,41.842729,-77.837654,Divide,6.09
"7729 Gomez Island Suite 018, New Charles, FM 19958","7729 Gomez Island Suite 018, New Charles, FM 19958",Florida,7729 Gomez Island Suite 018,New Charles,FM,19958,SFR,2.98,536,2000,1970,6654,Garage,2,3,Colonial,2,41.798812,-105.489999,Locks,3.23
"29457 Kyle Motorway, North Antonioton, MH 35479","29457 Kyle Motorway, North Antonioton, MH 35479",Dallas,29457 Kyle Motorway,North Antonioton,MH,35479,Townhouse,1.34,1460,1961,2584,4929,Driveway,5,2,Ranch,2,41.122945,-109.347616,Crossroad,3.4
"449 Browning Junction Apt. 569, Mitchelltown, PA 72850","449 Browning Junction Apt. 569, Mitchelltown, PA 72850",Dallas,449 Browning Junction Apt. 569,Mitchelltown,PA,72850,Townhouse,1.05,170,1948,3341,5664,Street,6,1,Split,3,36.066568,-107.124074,Ford,7.57
"7911 Smith Dale Suite 229, Elizabethburgh, WV 63210","7911 Smith Dale Suite 229, Elizabethburgh, WV 63210",Atlanta,7911 Smith Dale Suite 229,Elizabethburgh,WV,63210,Single Family Home,3.06,1455,1947,625,7705,Street,4,2,Ranch,2,38.77709,-93.627086,Creek,3.84
"56557 Gibson Mall Suite 956, East Edward, PA 64209","56557 Gibson Mall Suite 956, East Edward, PA 64209",Florida,56557 Gibson Mall Suite 956,East Edward,PA,64209,Duplex,3.17,505,1938,2571,6837,Street,2,4,Ranch,5,37.650411,-73.230096,Inlet,6.02
"54429 Williams Cliffs, North Kari, AR 66708","54429 Williams Cliffs, North Kari, AR 66708",Florida,54429 Williams Cliffs,North Kari,AR,66708,Single Family Home,2.08,1316,1996,1814,7248,Street,5,3,Ranch,4,40.464334,-100.115203,Forks,8.48
"006 Jennifer Port, Gravesland, AK 50400","006 Jennifer Port, Gravesland, AK 50400",Dallas,006 Jennifer Port,Gravesland,AK,50400,Duplex,1.45,1247,1923,2656,5220,Street,5,1,Colonial,5,35.527327,-115.749397,Ways,7.45
"359 Kristie Street Suite 398, New Caleb, OK 50102","359 Kristie Street Suite 398, New Caleb, OK 50102",Atlanta,359 Kristie Street Suite 398,New Caleb,OK,50102,Townhouse,2.67,619,1932,1733,9773,Driveway,4,2,Colonial,5,38.388972,-109.976751,Road,5.83
"7433 Wendy Inlet Apt. 394, North Latoyaville, MS 80911","7433 Wendy Inlet Apt. 394, North Latoyaville, MS 80911",Atlanta,7433 Wendy Inlet Apt. 394,North Latoyaville,MS,80911,Single Family Home,1.82,1611,2003,829,4485,Street,3,2,Colonial,4,35.903673,-78.93465,Square,3.73
"8517 Joshua Drive Apt. 234, Jonesberg, AK 40064","8517 Joshua Drive Apt. 234, Jonesberg, AK 40064",Florida,8517 Joshua Drive Apt. 234,Jonesberg,AK,40064,Duplex,2.55,938,1943,3265,9521,Garage,5,2,Ranch,1,33.715863,-83.06786,Tunnel,6.27
"42882 Matthew Extensions Suite 976, Barnettshire, CO 32864","42882 Matthew Extensions Suite 976, Barnettshire, CO 32864",Atlanta,42882 Matthew Extensions Suite 976,Barnettshire,CO,32864,Duplex,1.28,1201,1974,1143,6139,Driveway,4,2,Split,1,33.925734,-95.413136,Canyon,9.85
"587 Joshua Manors Apt. 500, Alexanderfort, RI 29306","587 Joshua Manors Apt. 500, Alexanderfort, RI 29306",Chicago,587 Joshua Manors Apt. 500,Alexanderfort,RI,29306,Condo,2.3,319,2004,713,7571,Street,2,2,Ranch,4,36.167891,-114.938684,Green,8.8
"16393 Johnson Dam Suite 375, Turnerfort, TX 11913","16393 Johnson Dam Suite 375, Turnerfort, TX 11913",Dallas,16393 Johnson Dam Suite 375,Turnerfort,TX,11913,Single Family Home,2.62,884,1946,1749,5827,Street,2,1,Ranch,2,37.906458,-98.427724,Dam,6.75
"67521 Hall Ways Suite 047, Andrewberg, VI 85917","67521 Hall Ways Suite 047, Andrewberg, VI 85917",Atlanta,67521 Hall Ways Suite 047,Andrewberg,VI,85917,Single Family Home,1.92,1380,1968,1797,4250,Garage,2,2,Ranch,3,38.346408,-98.218544,Cliff,3.01
"73090 Holder Trafficway Suite 506, South Miguelfurt, MD 38937","73090 Holder Trafficway Suite 506, South Miguelfurt, MD 38937",Chicago,73090 Holder Trafficway Suite 506,South Miguelfurt,MD,38937,Single Family Home,3.17,11,1935,1129,3640,Street,1,3,Ranch,3,38.1613,-109.554863,Island,6.24
"034 Brent Oval, Perezchester, FL 88683","034 Brent Oval, Perezchester, FL 88683",Dalas,034 Brent Oval,Perezchester,FL,88683,Condo,1.48,1457,1941,3354,6870,Street,3,3,Ranch,3,34.325269,-82.520524,Shore,3.31
"34221 Katherine Plaza, West Erik, MO 40155","34221 Katherine Plaza, West Erik, MO 40155",Chicago,34221 Katherine Plaza,West Erik,MO,40155,Townhouse,1.47,1658,1962,824,5276,Driveway,2,4,Split,3,36.207526,-98.242183,Cape,6.53
"189 Lyons Streets Suite 225, South Bruce, NV 27498","189 Lyons Streets Suite 225, South Bruce, NV 27498",Chicago,189 Lyons Streets Suite 225,South Bruce,NV,27498,Single Family Home,2.25,249,1973,1513,3594,Garage,5,3,Colonial,2,38.741904,-73.167988,Circles,3.19
"30920 Allison Extension Suite 963, New Robertland, AS 36761","30920 Allison Extension Suite 963, New Robertland, AS 36761",Chicago,30920 Allison Extension Suite 963,New Robertland,AS,36761,Townhouse,2.79,980,1933,1554,7540,Driveway,4,3,Ranch,3,34.236335,-107.796298,Coves,3.17
"732 Cory Ports Apt. 942, Port Chelsea, OK 87586","732 Cory Ports Apt. 942, Port Chelsea, OK 87586",Florida,732 Cory Ports Apt. 942,Port Chelsea,OK,87586,SFR,3.31,946,1921,3173,4227,Street,6,4,Colonial,4,41.91353,-97.138952,Valleys,8.24
"32321 Lynn Park Apt. 455, Atkinschester, SD 39165","32321 Lynn Park Apt. 455, Atkinschester, SD 39165", Closed,32321 Lynn Park Apt. 455,Atkinschester,SD,39165,Duplex,2.37,223,1925,1621,9660,Garage,4,4,Ranch,4,33.669646,-95.331607,Glens,4.89
"777 Ryan Plaza Suite 499, North Angela, VT 04186","777 Ryan Plaza Suite 499, North Angela, VT 04186",Dalas,777 Ryan Plaza Suite 499,North Angela,VT,4186,Townhouse,3.46,1217,2017,2347,6200,Street,4,4,Ranch,3,33.744413,-90.637763,Green,5.61
"7548 Martin Harbor, East Debra, MH 29240","7548 Martin Harbor, East Debra, MH 29240",Dalas,7548 Martin Harbor,East Debra,MH,29240,Condo,2.13,271,2003,2775,8626,Street,3,4,Ranch,4,36.023166,-108.946608,Haven,3.35
"864 Olson Isle, East Lisa, NY 91854","864 Olson Isle, East Lisa, NY 91854", Closed,864 Olson Isle,East Lisa,NY,91854,SFR,3.15,1280,1979,1950,9214,Garage,6,1,Ranch,2,39.669651,-77.015946,Valley,3.13
"4254 Robin Coves Suite 304, Lake Aliciabury, CA 66753","4254 Robin Coves Suite 304, Lake Aliciabury, CA 66753",Atlanta,4254 Robin Coves Suite 304,Lake Aliciabury,CA,66753,Townhouse,2.56,1860,1972,3314,5836,Street,5,2,Ranch,5,38.57537,-99.07004,Junctions,3.37
"626 Morris Well Apt. 634, Burnsville, NM 17614","626 Morris Well Apt. 634, Burnsville, NM 17614",Tampa,626 Morris Well Apt. 634,Burnsville,NM,17614,SFR,2.18,1528,1985,810,8844,Street,1,1,Ranch,1,40.631935,-86.817555,Passage,7.41
"9231 Jason Roads, Chelseabury, MH 99333","9231 Jason Roads, Chelseabury, MH 99333",Atlanta,9231 Jason Roads,Chelseabury,MH,99333,Single Family Home,1.71,717,1983,1947,4469,Street,5,4,Ranch,1,34.136454,-92.30544,Tunnel,5.31
"098 Smith Rue Apt. 220, West Tanya, MN 62497","098 Smith Rue Apt. 220, West Tanya, MN 62497",Chicgo,098 Smith Rue Apt. 220,West Tanya,MN,62497,Duplex,3.12,929,1974,1965,3736,Street,5,4,Ranch,3,40.416262,-78.979723,Views,8.44
"1743 Sweeney Motorway Apt. 172, Lewisbury, MS 61792","1743 Sweeney Motorway Apt. 172, Lewisbury, MS 61792",Atlanta,1743 Sweeney Motorway Apt. 172,Lewisbury,MS,61792,Single Family Home,3.01,965,2020,844,8055,Street,1,3,Split,5,34.003194,-115.827796,Light,3.77
"88552 Robinson Flat, West Bryanside, NM 06413","88552 Robinson Flat, West Bryanside, NM 06413",Atlanta,88552 Robinson Flat,West Bryanside,NM,6413,Townhouse,1.32,20,1924,1116,3737,Garage,6,2,Colonial,4,38.313351,-84.327747,Divide,7.34
"98575 Cruz Lane Apt. 114, Ryanburgh, SC 88714","98575 Cruz Lane Apt. 114, Ryanburgh, SC 88714",Dalas,98575 Cruz Lane Apt. 114,Ryanburgh,SC,88714,Townhouse,1.83,645,1955,756,4174,Street,4,2,Ranch,2,38.677592,-111.307682,Locks,8.04
"689 Robert Meadows Apt. 545, Joshuamouth, AL 21858","689 Robert Meadows Apt. 545, Joshuamouth, AL 21858",Atlanta,689 Robert Meadows Apt. 545,Joshuamouth,AL,21858,SFR,3.21,1570,1936,3193,5961,Garage,4,1,Split,1,38.381591,-109.995626,Lodge,9.86
"432 Hatfield Fords, Fernandezport, MT 97913","432 Hatfield Fords, Fernandezport, MT 97913",Tampa,432 Hatfield Fords,Fernandezport,MT,97913,Condo,3.1,1640,2018,3445,9897,Driveway,5,2,Colonial,3,38.275239,-102.763151,Place,8.15
"298 Ann Mountain, New Andrew, VT 88777","298 Ann Mountain, New Andrew, VT 88777",Chicgo,298 Ann Mountain,New Andrew,VT,88777,Duplex,1.37,1683,1986,2214,4411,Garage,5,2,Ranch,3,35.197385,-73.479341,Ways,8.23
"6438 Micheal Tunnel Apt. 655, Mirandachester, AK 06838","6438 Micheal Tunnel Apt. 655, Mirandachester, AK 06838",Chicgo,6438 Micheal Tunnel Apt. 655,Mirandachester,AK,6838,SFR,2.58,1163,1991,685,8862,Street,2,1,Ranch,2,40.052011,-109.104794,Meadow,5.5
"2271 Rick Trace Apt. 424, Jillchester, FL 84149","2271 Rick Trace Apt. 424, Jillchester, FL 84149",Dalas,2271 Rick Trace Apt. 424,Jillchester,FL,84149,Single Family Home,2.3,266,1954,561,4894,Street,5,3,Split,5,40.116788,-74.045929,Turnpike,3.07
"88277 Kemp Inlet Apt. 933, Jasonshire, WI 29550","88277 Kemp Inlet Apt. 933, Jasonshire, WI 29550",Dalas,88277 Kemp Inlet Apt. 933,Jasonshire,WI,29550,Townhouse,1.04,569,1944,2771,3859,Driveway,6,4,Ranch,1,37.593516,-113.153705,Shoal,4.85
"424 Timothy Underpass Apt. 732, New Ashley, WA 74090","424 Timothy Underpass Apt. 732, New Ashley, WA 74090",Dalas,424 Timothy Underpass Apt. 732,New Ashley,WA,74090,SFR,1.76,513,1965,958,8740,Driveway,2,3,Ranch,2,37.768341,-83.611587,Drives,6.78
"5682 Ellen Islands, East Travisfurt, WY 05615","5682 Ellen Islands, East Travisfurt, WY 05615",Chicago,5682 Ellen Islands,East Travisfurt,WY,5615,SFR,3.27,1878,2017,1994,4590,Garage,2,1,Ranch,3,37.933473,-89.175209,Square,8.17
"10720 Snyder Keys, West Mary, ID 72302","10720 Snyder Keys, West Mary, ID 72302",Atlanta,10720 Snyder Keys,West Mary,ID,72302,Condo,1.09,259,1924,1934,4122,Driveway,2,3,Split,3,41.957018,-78.367713,Camp,3.15
"5572 Timothy Greens Apt. 431, Lake Vickietown, MT 94811","5572 Timothy Greens Apt. 431, Lake Vickietown, MT 94811",Chicago,5572 Timothy Greens Apt. 431,Lake Vickietown,MT,94811,Single Family Home,2.04,1103,1986,2902,7611,Street,3,4,Ranch,3,39.460585,-110.170863,Shores,8.34
"72657 Ortiz Point Apt. 146, Petershaven, MP 79177","72657 Ortiz Point Apt. 146, Petershaven, MP 79177",Florida,72657 Ortiz Point Apt. 146,Petershaven,MP,79177,Single Family Home,2.45,1853,1977,595,6953,Street,3,1,Split,5,38.136176,-114.189723,Prairie,7.11
"192 Mary Canyon Suite 261, North Gregory, LA 17348","192 Mary Canyon Suite 261, North Gregory, LA 17348",Chicgo,192 Mary Canyon Suite 261,North Gregory,LA,17348,Duplex,1.6800000000000002,1265,2004,2632,4771,Garage,1,4,Split,2,40.816877,-104.038184,Lake,5.41
"081 Costa Camp Suite 046, Huffmanbury, NJ 17463","081 Costa Camp Suite 046, Huffmanbury, NJ 17463",Dallas,081 Costa Camp Suite 046,Huffmanbury,NJ,17463,SFR,1.07,198,1935,1339,7250,Street,1,1,Split,4,41.678194,-78.044565,Crossroad,6.84
"83091 Kelly Rapid Apt. 158, Taylorfort, GA 48962","83091 Kelly Rapid Apt. 158, Taylorfort, GA 48962",Chicgo,83091 Kelly Rapid Apt. 158,Taylorfort,GA,48962,Duplex,3.09,1631,1966,812,8839,Driveway,6,4,Colonial,2,38.415254,-88.95622,Flat,9.96
"981 Thomas Gardens Suite 978, Tylerland, NM 98233","981 Thomas Gardens Suite 978, Tylerland, NM 98233",Dallas,981 Thomas Gardens Suite 978,Tylerland,NM,98233,Condo,1.63,642,2008,1327,5804,Driveway,5,2,Ranch,5,40.68289,-104.583016,Ports,3.49
"1593 Daugherty Inlet Apt. 052, Michaelshire, VT 22110","1593 Daugherty Inlet Apt. 052, Michaelshire, VT 22110",Chicago,1593 Daugherty Inlet Apt. 052,Michaelshire,VT,22110,Townhouse,1.33,847,1947,2054,5507,Driveway,4,4,Colonial,5,40.903619,-86.421872,Court,9.21
"2611 Austin Mountains Apt. 801, Port Jenniferside, WY 88174","2611 Austin Mountains Apt. 801, Port Jenniferside, WY 88174",Dallas,2611 Austin Mountains Apt. 801,Port Jenniferside,WY,88174,Townhouse,1.1,277,1961,1394,4089,Street,1,2,Ranch,2,35.204621,-103.388072,Groves,4.92
"669 Mercado Heights Suite 719, Churchshire, UT 03603","669 Mercado Heights Suite 719, Churchshire, UT 03603",Dalas,669 Mercado Heights Suite 719,Churchshire,UT,3603,Townhouse,1.9500000000000002,1301,1933,3403,8013,Driveway,5,2,Colonial,5,41.975759,-96.296356,Mills,5.34
"22251 Thompson Rue, Beckerbury, AL 51645","22251 Thompson Rue, Beckerbury, AL 51645",Dalas,22251 Thompson Rue,Beckerbury,AL,51645,Duplex,2.26,1438,1970,3120,7189,Street,6,1,Split,1,34.186652,-77.740801,Isle,9.25
"0606 Christina Key, East Markton, GA 04667","0606 Christina Key, East Markton, GA 04667",Florida,0606 Christina Key,East Markton,GA,4667,Single Family Home,2.0,1924,2002,2244,7072,Garage,4,1,Colonial,3,34.523141,-77.854821,Roads,5.02
"851 Patrick Expressway Apt. 513, New Elijahview, ND 98738","851 Patrick Expressway Apt. 513, New Elijahview, ND 98738",Tampa,851 Patrick Expressway Apt. 513,New Elijahview,ND,98738,Condo,2.99,192,1977,2580,7603,Street,4,3,Colonial,4,38.805337,-115.96259,Way,8.26
"5184 Tonya Parkways Suite 858, Taylorfort, AZ 12637","5184 Tonya Parkways Suite 858, Taylorfort, AZ 12637",Chicago,5184 Tonya Parkways Suite 858,Taylorfort,AZ,12637,SFR,1.43,1308,1976,1774,9996,Street,2,4,Split,1,39.737422,-100.564299,Streets,7.14
"27865 Berry Brook, Ericchester, MT 90411","27865 Berry Brook, Ericchester, MT 90411",Dallas,27865 Berry Brook,Ericchester,MT,90411,Duplex,1.72,203,1948,799,4219,Garage,1,3,Colonial,1,36.459135,-110.950691,Square,9.59
"07085 Williams Square Suite 008, Christinetown, HI 96252","07085 Williams Square Suite 008, Christinetown, HI 96252",Tampa,07085 Williams Square Suite 008,Christinetown,HI,96252,SFR,2.39,1747,1925,2509,5612,Driveway,6,2,Ranch,2,34.929827,-105.171742,Islands,4.74
"065 Dyer Lake, New Chloe, LA 92085","065 Dyer Lake, New Chloe, LA 92085",Florida,065 Dyer Lake,New Chloe,LA,92085,Townhouse,3.1,1104,1941,2082,8549,Driveway,2,1,Ranch,2,38.80317,-93.609871,Roads,7.97
"47556 Donna Spur Apt. 140, West Richard, OR 74802","47556 Donna Spur Apt. 140, West Richard, OR 74802",Chicgo,47556 Donna Spur Apt. 140,West Richard,OR,74802,Townhouse,1.6600000000000001,805,1965,2506,6631,Street,4,1,Ranch,1,38.573124,-117.873296,Squares,8.29
"1016 Stephen Shoals, Lake Sarah, SD 11563","1016 Stephen Shoals, Lake Sarah, SD 11563",Atlanta,1016 Stephen Shoals,Lake Sarah,SD,11563,Duplex,3.29,1844,1922,2801,8979,Street,2,2,Colonial,4,34.962186,-74.72437,Stream,7.44
"70626 Charles Trace Suite 704, Coreymouth, VT 34536","70626 Charles Trace Suite 704, Coreymouth, VT 34536",Chicago,70626 Charles Trace Suite 704,Coreymouth,VT,34536,Single Family Home,1.28,819,1981,1898,8660,Garage,1,2,Ranch,1,38.458445,-94.548337,Ranch,9.49
"3299 Schroeder Mission Apt. 328, Lake Gregory, NC 97924","3299 Schroeder Mission Apt. 328, Lake Gregory, NC 97924",Atlanta,3299 Schroeder Mission Apt. 328,Lake Gregory,NC,97924,Townhouse,1.62,107,2023,509,4041,Street,1,3,Ranch,2,33.197607,-83.78554,Ville,6.37
"7071 Holly Ports, Howardtown, PR 18445","7071 Holly Ports, Howardtown, PR 18445",Tampa,7071 Holly Ports,Howardtown,PR,18445,Townhouse,2.75,506,1993,764,5431,Driveway,4,1,Ranch,2,39.903149,-75.407597,Mount,7.2
"283 David Extension Apt. 624, Elizabethtown, FM 16515","283 David Extension Apt. 624, Elizabethtown, FM 16515", Closed,283 David Extension Apt. 624,Elizabethtown,FM,16515,Duplex,3.36,321,1998,3301,5849,Driveway,4,1,Colonial,4,40.398093,-95.374272,Rapids,7.21
"1175 Cindy Rest, South Kathyport, OK 46450","1175 Cindy Rest, South Kathyport, OK 46450",Atlanta,1175 Cindy Rest,South Kathyport,OK,46450,Single Family Home,3.27,1988,1938,2362,7182,Driveway,5,1,Ranch,1,41.432664,-111.557377,Fords,7.66
"72384 Joseph Mountain Apt. 380, Tinaberg, ND 58595","72384 Joseph Mountain Apt. 380, Tinaberg, ND 58595",Atlanta,72384 Joseph Mountain Apt. 380,Tinaberg,ND,58595,Condo,2.04,1216,1961,1122,5125,Garage,6,4,Colonial,3,39.69171,-101.864101,Prairie,5.53
"9855 Harper Locks Suite 229, East Teresaberg, OK 80479","9855 Harper Locks Suite 229, East Teresaberg, OK 80479", Closed,9855 Harper Locks Suite 229,East Teresaberg,OK,80479,SFR,3.47,1655,1932,2950,3563,Garage,1,4,Ranch,4,33.426673,-116.948675,Street,3.5
"119 Jason Forge Apt. 042, Porterland, MT 86442","119 Jason Forge Apt. 042, Porterland, MT 86442",Atlanta,119 Jason Forge Apt. 042,Porterland,MT,86442,Duplex,1.56,734,1998,3091,7716,Street,3,3,Ranch,4,35.59104,-85.261144,Spur,5.53
"99115 Cheryl Well Suite 723, Port Abigailview, GA 87318","99115 Cheryl Well Suite 723, Port Abigailview, GA 87318",Chicago,99115 Cheryl Well Suite 723,Port Abigailview,GA,87318,Single Family Home,3.04,1875,1992,3429,4508,Garage,1,4,Ranch,4,41.855507,-85.876129,Crest,5.94
"45569 Lewis Fork, Jackfurt, VI 83701","45569 Lewis Fork, Jackfurt, VI 83701",Tampa,45569 Lewis Fork,Jackfurt,VI,83701,Duplex,1.42,334,2010,1750,5526,Street,1,1,Ranch,4,34.448784,-108.13872,Junction,7.63
"33165 Jennifer Views, Port Shawn, OK 69532","33165 Jennifer Views, Port Shawn, OK 69532",Dalas,33165 Jennifer Views,Port Shawn,OK,69532,Duplex,3.4,1615,1944,3009,3966,Garage,1,1,Ranch,3,36.358699,-113.196764,Brook,9.37
"796 Dixon Park, Youngborough, OR 67189","796 Dixon Park, Youngborough, OR 67189",Dallas,796 Dixon Park,Youngborough,OR,67189,Single Family Home,2.86,324,1937,2832,4034,Street,5,2,Ranch,1,35.223742,-112.474011,Neck,8.65
"842 Paul Club, Davischester, MP 07074","842 Paul Club, Davischester, MP 07074",Florida,842 Paul Club,Davischester,MP,7074,Duplex,3.2,679,1995,2178,8581,Driveway,4,4,Ranch,3,41.859791,-104.377119,Highway,3.74
"09694 Sherri Meadow, New Jonathanberg, NM 03259","09694 Sherri Meadow, New Jonathanberg, NM 03259",Atlanta,09694 Sherri Meadow,New Jonathanberg,NM,3259,Single Family Home,3.27,1388,1971,1325,3502,Garage,4,2,Ranch,1,34.784465,-106.842192,Village,4.16
"169 Michael Plaza, Bowenfort, IA 32273","169 Michael Plaza, Bowenfort, IA 32273",Dallas,169 Michael Plaza,Bowenfort,IA,32273,Condo,2.2,880,1967,2262,4367,Driveway,2,1,Ranch,2,38.12892,-87.536884,Mews,9.78
"7279 Evans Route Apt. 781, South Rachel, KY 40001","7279 Evans Route Apt. 781, South Rachel, KY 40001", Closed,7279 Evans Route Apt. 781,South Rachel,KY,40001,SFR,3.23,252,2004,3422,7994,Garage,6,3,Ranch,4,35.265956,-93.365456,View,3.79
"432 Heather Plaza Suite 813, West Kimberly, AL 44477","432 Heather Plaza Suite 813, West Kimberly, AL 44477",Florida,432 Heather Plaza Suite 813,West Kimberly,AL,44477,Townhouse,1.24,264,1982,2339,9830,Street,3,4,Split,1,39.624107,-78.964252,Spur,3.31
"4258 Robertson Hill Apt. 274, South Michael, NC 94773","4258 Robertson Hill Apt. 274, South Michael, NC 94773",Chicgo,4258 Robertson Hill Apt. 274,South Michael,NC,94773,Single Family Home,1.76,1306,2017,1072,4785,Driveway,5,1,Ranch,4,36.318385,-75.802741,Row,5.57
"48808 Chris Trail Suite 971, Nancyshire, PW 61001","48808 Chris Trail Suite 971, Nancyshire, PW 61001",Atlanta,48808 Chris Trail Suite 971,Nancyshire,PW,61001,Townhouse,2.8200000000000003,1269,2006,2887,7581,Garage,4,1,Ranch,4,37.201545,-110.574376,Stravenue,3.93
"965 Chad Mills Apt. 718, Gutierreztown, HI 76784","965 Chad Mills Apt. 718, Gutierreztown, HI 76784",Tampa,965 Chad Mills Apt. 718,Gutierreztown,HI,76784,Condo,1.8,501,2012,593,6131,Garage,6,1,Colonial,3,38.976468,-110.925568,Place,7.16
"8194 Ferrell Terrace, Taylormouth, AK 82450","8194 Ferrell Terrace, Taylormouth, AK 82450",Atlanta,8194 Ferrell Terrace,Taylormouth,AK,82450,Condo,1.22,879,1973,2939,4728,Driveway,5,1,Ranch,1,38.771587,-99.461442,Canyon,7.54
"401 Mcdaniel Fork Suite 425, Lake Tiffanyshire, PR 76313","401 Mcdaniel Fork Suite 425, Lake Tiffanyshire, PR 76313",Atlanta,401 Mcdaniel Fork Suite 425,Lake Tiffanyshire,PR,76313,SFR,2.35,856,1982,1687,5228,Garage,2,2,Ranch,3,33.121,-94.627768,Overpass,3.4
"3689 Adam Fords, Markland, MN 92989","3689 Adam Fords, Markland, MN 92989",Dalas,3689 Adam Fords,Markland,MN,92989,Townhouse,2.61,1749,1993,2241,7880,Garage,3,1,Ranch,3,39.910334,-103.761317,Plaza,6.64
"445 Smith Skyway, North Donaldfort, IA 54198","445 Smith Skyway, North Donaldfort, IA 54198",Dallas,445 Smith Skyway,North Donaldfort,IA,54198,Single Family Home,3.08,1020,1946,1000,7321,Garage,5,4,Split,2,39.291341,-117.528348,Meadow,8.54
"896 Mcintosh Burgs, Port Gregory, MO 87268","896 Mcintosh Burgs, Port Gregory, MO 87268",Tampa,896 Mcintosh Burgs,Port Gregory,MO,87268,Townhouse,1.77,1720,1984,1177,5068,Garage,5,3,Split,3,33.176156,-87.501218,Dale,4.47
"364 Shannon Freeway, Port Kristopher, UT 81450","364 Shannon Freeway, Port Kristopher, UT 81450",Dalas,364 Shannon Freeway,Port Kristopher,UT,81450,Single Family Home,2.62,1965,1958,518,7371,Street,5,4,Ranch,1,35.989472,-82.842562,Inlet,7.27
